epoch,acc,loss,val_acc,val_loss
0,0.3770650547697282,0.2056919523721437,0.8088749960064888,0.11128638430964202
1,0.8790163981172588,0.06657623222894157,0.9051249969750643,0.04519111491681542
2,0.9211537870496346,0.0354027034596049,0.9221249978989363,0.031652547424891965
3,0.9339475902950943,0.026459340302488924,0.9268749974668026,0.02765525852155406
4,0.944481937976373,0.02155466229418759,0.93562499769032,0.02451864800968906
5,0.9517004593650187,0.018619038536048793,0.9392499979585409,0.02217890703759622
6,0.9583321096695708,0.016060923808216724,0.9461249969899654,0.01989769831088779
7,0.9622054640516897,0.014488634953280434,0.9463749989867211,0.018998283761902712
8,0.9680741809442109,0.012646503101277145,0.947249997779727,0.018076334922807292
9,0.970773791379396,0.011277610454538765,0.9518749967217446,0.01706781034299638
10,0.9729745602687482,0.010474309959394586,0.9511249985545873,0.017281653253303376
11,0.9754981096737639,0.009371963298768477,0.95174999833107,0.016301153760286978
12,0.9794888371869136,0.008196207289433401,0.9493749976158142,0.016552677793515613
13,0.9808973289700216,0.007615427451764249,0.9518749997019768,0.01644467150908895
14,0.9837143143289767,0.006814031615639288,0.9501249983906745,0.016036042257837835
15,0.9850347760123908,0.00635589339371856,0.9502499971538783,0.01644986444771348
16,0.9867073607618265,0.005782611258575898,0.9503749970346689,0.016458613522263476
17,0.9867367045802198,0.005435655763391865,0.9528749991208315,0.015594311233144253
18,0.9891428779316024,0.00482952330017864,0.9516249995678663,0.015919718525037752
19,0.9894950005533746,0.004669656526522834,0.9511249989271164,0.015665254697887578
20,0.9901405600105891,0.0043345040258735215,0.9524999994784593,0.015761236376965825
21,0.9907274318310173,0.003948182923362095,0.9546249981969595,0.015506659853417658
22,0.9917544570795132,0.003775301878450432,0.9534999992698431,0.01578874950755562
23,0.9920185499583902,0.0035681922655169136,0.952624999731779,0.01613658586411475
24,0.9921652670389903,0.00337187274322135,0.9528749991208315,0.015862282766465795
25,0.9930455744635552,0.0032062812215070268,0.9528750002384185,0.015619822552980622
26,0.9935444151348811,0.003072056785553462,0.951749999448657,0.015621534000638348
27,0.9933390100676919,0.0029537763419103143,0.952624998986721,0.015587663029509712
28,0.9938671946011364,0.002825142322371849,0.9532500002533197,0.01571847728864668
29,0.9942193170987286,0.0027491475543529797,0.9529999993741513,0.015544119783771747
30,0.9947181585133854,0.0026180673990325387,0.9526249978691339,0.015739342524830134
31,0.99480618870053,0.00255856784735584,0.9521249983459711,0.0156820924990825
32,0.9947181578137798,0.0024914885367791537,0.953124999254942,0.015644745790086744
33,0.9949529067430877,0.002426230541343639,0.9521249994635582,0.015638048309483565
34,0.9949529063495596,0.002372438696265252,0.9519999999552965,0.01580033861391712
35,0.9951876552351421,0.00230586848442523,0.9528749991208315,0.015623724416036567
36,0.9952463426095765,0.0022713905371395727,0.9521250002086162,0.015806206203342298
37,0.9954810907955534,0.0022279503762321295,0.952624998614192,0.015555527682226965
38,0.9954224042081753,0.0021805902977157913,0.9534999992698431,0.015648975413205334
39,0.9954810909704548,0.002158335219879978,0.9533749982714653,0.015574456971080508
40,0.995569121864201,0.002125426823268153,0.9523749992251396,0.0156712345453343
41,0.995715839943488,0.002101442349161428,0.9529999982565641,0.015690677725251588
42,0.9956278091004632,0.002077655714868822,0.9527499992400408,0.015741396361227088
43,0.9956278090130125,0.0020624178676136055,0.9533749986439943,0.015671920748900448
44,0.9957451832371771,0.0020386233306470773,0.9537499979138374,0.015676266810805826
45,0.9957158394187838,0.0020240774071387142,0.9528749987483025,0.0156478678503845
46,0.9957158392438824,0.0020075988692686174,0.9533749982714653,0.015650943841319532
47,0.9957451833246278,0.0019917266753582833,0.9531249988824129,0.0156482921260249
48,0.9957745267057675,0.00197872352862785,0.9531249988824129,0.015685538263278433
49,0.9957745269681195,0.00196433552784242,0.9529999982565641,0.015668526581430343
