epoch,acc,loss,val_acc,val_loss
0,0.46770738410498114,0.20034042671167598,0.7197499982314184,0.1406849502120167
1,0.7708852952566746,0.1119880726962513,0.8117499999701977,0.09119566944427789
2,0.8237037466422308,0.07996038322909035,0.8362499982118606,0.07144133718684316
3,0.8414859585720887,0.06609981436861867,0.8496249966323376,0.06187550299800933
4,0.8509932796808681,0.05869355594313597,0.856624998897314,0.056388198770582675
5,0.8585052376723373,0.05421342438028877,0.8592500001192093,0.05294014390092343
6,0.8631708674204315,0.05118916642935561,0.8607500024139881,0.050656319898553195
7,0.8663106298407477,0.04905009803185458,0.8625000007450581,0.04897769661620259
8,0.8686287755952754,0.047483206388203796,0.8640000022947788,0.047633020440116525
9,0.8699492357395573,0.04625046234752249,0.867374999821186,0.04655825160443783
10,0.8715924756299366,0.045260309592034115,0.8682500027120114,0.04580009726341814
11,0.872707532963257,0.044457220709851385,0.8687499992549419,0.045184985571540895
12,0.8752017386198401,0.04378970240156777,0.8690000019967556,0.04462805930525064
13,0.8755832031011098,0.04323096983999415,0.8707500018179417,0.044113164232112465
14,0.8766102294339944,0.04276258363133095,0.8713749997317791,0.04376271869987249
15,0.8775785668148338,0.04235367947118817,0.8718750014901161,0.043424872448667884
16,0.8782828134033699,0.041991682567556976,0.8728750005364418,0.043233072117436676
17,0.878928372160979,0.04169404139980722,0.8731249995529652,0.04285479816608131
18,0.879280495515588,0.04142677287595919,0.8738750033080578,0.04262750691268593
19,0.8798673665507089,0.04120215899730086,0.8742500022053719,0.04243472069501877
